Book Category,Book Name,Chapter,Verse,Translation,Number
sahidic-old-testament,09_I Samuel_9,9,ⲛⲧⲟⲟⲩ ⲉⲩⲙⲟⲟϣⲉ ⲉϩⲣⲁⲓ ⲉⲡⲥⲁ ⲛⲧⲡⲟⲗⲓⲥ ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁⲩϩⲉ ⲉϩⲉⲛϣⲏⲣⲉ ϣⲏⲙ ⲉⲩⲛⲏⲩ ⲉⲃⲟⲗ ⲉⲙⲉϩ ⲙⲙⲟⲟⲩ ⲡⲉϫⲁⲩ ⲛⲁⲩ ϫⲉⲉⲛⲉ ⲡⲉⲧⲛⲁⲩ ⲉⲃⲟⲗ ⲙⲡⲉⲓⲙⲁ,"As they went up the ascent to the city, they find damsels come out to draw water, and they say to them, Is the seer here?",11
sahidic-old-testament,09_I Samuel_9,9,ⲛϣⲉⲉⲣⲉ ϣⲏⲙ ⲁⲩⲟⲩⲱϣⲃ ϫⲉⲥⲉϥⲉⲙⲡⲉⲓⲙⲁ ⲉⲓⲥ ϩⲏⲏⲧⲉ ϥϩⲓϩⲏ ⲙⲙⲱⲧⲛ ⲧⲉⲛⲟⲩ ⲉⲧⲃⲁ ⲡⲉϩⲟⲟⲩ ⲛⲣⲁⲛ ⲛⲧⲁϥⲉⲓ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟⲗⲓⲥ ϫⲉⲉⲣⲉⲟⲩⲑⲩⲥⲓⲁ ϣⲟⲟⲡ ⲙⲡϩⲟⲟⲩ ⲙⲡⲗⲁⲟⲥ ϩⲛⲃⲁⲙⲁ,"And the virgins answered them, and they say to them, He is: behold, he is before you: now he is coming to the city, because of the day, for to-day there is a sacrifice for the people in Bama.",12
sahidic-old-testament,09_I Samuel_9,9,ⲉⲧⲉⲧⲛϣⲁⲛⲉⲣ ⲡϩⲟⲩⲛ ⲛⲧⲡⲟⲗⲓⲥ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲉⲧⲛⲛⲁϩⲉ ⲉⲣⲟϥ ϩⲛⲧⲡⲟⲗⲓⲥ ⲉⲙⲡⲁⲧϥⲃⲱⲕ ⲉϩⲣⲁⲓ ⲉⲃⲁⲙⲁ ⲉⲟⲩⲱⲙ ϫⲉⲙⲡⲗⲁⲟⲥ ⲛⲁⲟⲩⲱⲙ ⲁⲛ ϣⲁⲛⲧⲉϥⲉⲓ ϫⲉⲡⲁⲓ ⲡⲉⲧⲛⲁⲥⲙⲟⲩ ⲉⲧⲉⲑⲩⲥⲓⲁ ⲁⲩⲱ ⲙⲛⲛⲥⲁⲛⲁⲓ ⲛϣⲙⲙⲟ ⲥⲉⲛⲁⲟⲩⲱⲙ ⲧⲉⲛⲟⲩ ϭⲉ ⲃⲱⲕ ⲉϩⲣⲁⲓ ϫⲉⲉⲧⲃⲉⲡⲉⲓϩⲟⲟⲩ ⲧⲉⲧⲛⲛⲁϩⲉ ⲉⲣⲟϥ,"As soon as ye shall enter into the city, so shall ye find him in the city, before he goes up to Bama to eat; for the people will not eat until he comes in, for he blesses the sacrifice, and afterwards the guests eat; now then go up, for ye shall find him because of the holiday.",13
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲁⲩⲧⲁⲁⲩ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟⲗⲓⲥ ⲛⲧⲟⲟⲩ ⲇⲉ ⲛⲧⲉⲣⲟⲩⲉⲣ ⲡϩⲟⲩⲛ ⲛⲧⲡⲩⲗⲏ ⲛⲧⲡⲟⲗⲓⲥ ⲉⲓⲥ ⲥⲁⲙⲟⲩⲏⲗ ⲁϥⲉⲓ,"And they go up to the city; and as they were entering into the midst of the city, behold, Samuel came out to meet them, to go up to Bama.",14
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲡϫⲟⲉⲓⲥ ⲁϥϭⲉⲗⲉⲡ ⲡⲁⲓ ⲉⲡⲙⲁⲁϫⲉ ⲛⲥⲁⲙⲟⲩⲏⲗ ϩⲁⲧϩⲏ ⲛⲟⲩϩⲟⲟⲩ ⲙⲡⲁⲧⲉ ⲥⲁⲟⲩⲗ ⲉⲓ ϣⲁⲣⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ,"And the Lord uncovered the ear of Samuel one day before Saul came to him, saying,",15
sahidic-old-testament,09_I Samuel_9,9,ϫⲉⲉϩⲟⲩⲛ ϩⲙⲡⲉⲓⲛⲁⲩ ⲛⲣⲁⲥⲧⲉ ϯⲛⲁⲧⲛⲛⲟⲟⲩ ϣⲁⲣⲟⲕ ⲉⲃⲟⲗ ϩⲙⲡⲕⲁϩ ⲛⲃⲉⲛⲓⲁⲙⲓⲛ ⲛⲟⲩⲣⲱⲙⲉ ⲛⲅⲧⲱⲟⲩⲛ ⲛⲅⲧⲁϩⲥϥ ⲉⲩⲁⲣⲭⲱⲛ ⲙⲡⲗⲁⲟⲥ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲁⲩⲱ ϥⲛⲁⲧⲟⲩϫⲉ ⲡⲗⲁⲟⲥ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛⲁⲗⲗⲟⲫⲩⲗⲟⲥ ϫⲉⲁⲓϭⲱϣⲧ ⲉϫⲙⲡⲉⲑⲃⲃⲓⲟ ⲙⲡⲁⲗⲁⲟⲥ ⲡⲉⲩϩⲣⲟⲟⲩ ⲅⲁⲣ ⲁϥⲉⲓ ⲛⲁⲓ ⲉϩⲣⲁⲓ,"At this time to-morrow I will send to thee a man out of the land of Benjamin, and thou shalt anoint him to be ruler over my people Israel, and he shall save my people out of the hand of the Philistines; for I have looked upon the humiliation of my people, for their cry is come unto me.",16
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲥⲁⲙⲟⲩⲏⲗ ⲁϥⲛⲁⲩ ⲉⲥⲁⲟⲩⲗ ⲡϫⲟⲉⲓⲥ ⲇⲉ ⲁϥϣⲁϫⲉ ⲛⲙⲙⲁϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲉⲓⲥⲡⲣⲱⲙⲉ ⲡⲉ ⲡⲁⲓ ⲛⲧⲁⲓϫⲟⲟⲥ ⲛⲁⲕ ⲉⲧⲃⲏⲏⲧϥ ⲡⲁⲓ ⲉⲧⲛⲁⲉⲣⲉⲣⲭⲱⲛ ⲉϫⲙⲡⲁⲗⲁⲟⲥ,"And Samuel looked upon Saul, and the Lord answered him, Behold the man of whom I spoke to thee, this one shall rule over my people.",17
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲥⲁⲟⲩⲗ ⲁϥϯ ⲙⲡⲉϥⲟⲩⲟⲓ ⲉϩⲟⲩⲛ ⲉⲥⲁⲙⲟⲩⲏⲗ ϩⲛⲧⲙⲏⲧⲉ ⲛⲧⲡⲟⲗⲓⲥ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲙⲁⲧⲁⲙⲟⲓ ϫⲉⲁϣ ⲡⲉ ⲡⲏⲓ ⲙⲡⲉⲧⲛⲁⲩ ⲉⲃⲟⲗ,"And Saul drew near to Samuel into the midst of the city, and said, Tell me now which is the house of the seer?",18
sahidic-old-testament,09_I Samuel_9,9,ⲥⲁⲙⲟⲩⲏⲗ ⲇⲉ ⲁϥⲟⲩⲱϣⲃ ⲡⲉϫⲁϥ ⲛⲥⲁⲟⲩⲗ ϫⲉⲁⲛⲟⲕ ⲡⲉ ⲙⲟⲟϣⲉ ⲉϩⲣⲁⲓ ϩⲓϩⲏ ⲙⲙⲟⲓ ⲉⲃⲁⲙⲁ ⲛⲅⲟⲩⲱⲙ ⲛⲙⲙⲁⲓ ⲙⲡϩⲟⲟⲩ ⲁⲩⲱ ϩⲧⲟⲟⲩⲉ ϯⲛⲁϫⲟⲟⲩⲕ ⲉⲃⲟⲗ ⲛⲧⲁⲧⲁⲙⲟⲕ ⲉⲛⲉⲧϩⲛ ⲡⲉⲕϩⲏⲧ ⲧⲏⲣⲟⲩ,"And Samuel answered Saul, and said, I am he: go up before me to Bama, and eat with me to-day, and I will send thee away in the morning, and I will tell thee all that is in thine heart.",19
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲉⲧⲃⲉⲛⲉⲕⲉⲟⲟⲩ ⲛⲧⲁⲩⲥⲱⲣⲙ ⲉⲓⲥ ⲡⲙⲉϩϣⲟⲙⲛⲧ ⲛϩⲟⲟⲩ ⲡⲉ ⲡϩⲟⲟⲩ ⲙⲡⲉⲣⲕⲁ ⲡⲉⲕϩⲏⲧ ϩⲓⲱⲟⲩ ⲁⲩϩⲉ ⲅⲁⲣ ⲉⲣⲟⲟⲩ ⲁⲩⲱ ⲛϣⲟⲩϣⲟⲩ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲉⲩⲛⲁⲧⲁⲁⲩ ⲛⲛⲓⲙ ⲛⲉⲩⲛⲁⲧⲁⲁⲩ ⲁⲛ ⲛⲁⲕ ⲙⲛⲡⲏⲓ,"And concerning thine asses that have been lost now these three days, care not for them, for they are found. And to whom does the excellency of Israel belong? does it not to thee and to thy father's house?",20
sahidic-old-testament,09_I Samuel_9,9,ⲥⲁⲟⲩⲗ ⲇⲉ ⲁϥⲟⲩⲱϣⲃ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲥⲁⲙⲟⲩⲏⲗ ϫⲉⲙⲏ ⲁⲛⲅ ⲡϣⲏⲣⲉ ⲁⲛ ⲛⲟⲩⲣⲱⲙⲉ ⲛⲓⲉⲙⲓⲛⲁⲓⲟⲥ ⲉⲃⲟⲗ ϩⲙⲡⲕⲟⲩⲓ ⲛⲕⲗⲏⲣⲟⲥ ⲧⲉⲫⲩⲗⲏ ⲛⲃⲉⲛⲓⲁⲙⲓⲛ ⲧⲉⲫⲩⲗⲏ ⲉⲧⲥⲏϣ ⲉⲃⲟⲗ ϩⲙⲡⲉⲕⲗⲏⲣⲟⲥ ⲧⲏⲣϥ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲁⲩⲱ ⲉⲧⲃⲉⲟⲩ ⲁⲕϣⲁϫⲉ ⲛⲙⲙⲁⲓ ⲕⲁⲧⲁⲛⲉⲓϣⲁϫⲉ,"And Saul answered and said, Am not I the son of a Benjamite, the least tribe of the people of Israel? and of the least family of the whole tribe of Benjamin? and why hast thou spoken to me according to this word?",21
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲥⲁⲙⲟⲩⲏⲗ ⲁϥϫⲓ ⲛⲥⲁⲟⲩⲗ ⲙⲛⲡⲉϥϩⲙϩⲁⲗ ⲁϥϫⲓⲧⲟⲩ ⲉϩⲟⲩⲛ ⲉⲡⲙⲁ ⲛϣⲱⲡⲉ ⲁϥⲕⲱ ⲛⲁⲩ ⲉⲃⲟⲗ ⲛⲟⲩⲙⲁ ⲉϥϫⲟⲥⲉ ϩⲛⲛⲛⲟϭ ⲛⲧⲁⲩⲧⲁϩⲙⲟⲩ ⲉⲩⲛⲁⲉⲣ ϣϥⲉ ⲛⲣⲱⲙⲉ,"And Samuel took Saul and his servant, and brought them to the inn, and set them there a place among the chief of those that were called, about seventy men.",22
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲥⲁⲙⲟⲩⲏⲗ ⲡⲉϫⲁϥ ⲙⲡⲙⲁⲅⲓⲣⲟⲥ ϫⲉⲙⲁ ⲛⲁⲓ ⲛⲧⲙⲉⲣⲓⲥ ⲛⲧⲁⲓϫⲟⲟⲥ ⲛⲁⲕ ⲉⲧⲃⲏⲏⲧⲥ ϫⲉⲕⲁⲁⲥ ϩⲁϩⲧⲏⲕ,"And Samuel said to the cook, Give me the portion which I gave thee, which I told thee to set by thee.",23
sahidic-old-testament,09_I Samuel_9,9,ⲁⲩⲱ ⲡⲙⲁⲅⲓⲣⲟⲥ ⲁϥⲡⲓⲥⲉ ⲛⲧⲕⲟⲗⲉⲁ ⲉⲧⲉⲡⲙⲉⲣⲟⲥ ⲡⲉ ⲁϥⲕⲁⲁϥ ϩⲁⲣⲱϥ ⲛⲥⲁⲟⲩⲗ ⲡⲉϫⲉⲥⲁⲙⲟⲩⲏⲗⲛⲥⲁⲟⲩⲗ ϫⲉⲉⲓⲥⲡⲉⲓⲥⲉⲉⲡⲉ ⲏ ⲡⲉⲓϣⲁⲩ ⲕⲁⲁϥ ϩⲁⲣⲱⲕ ⲛⲅⲟⲩⲱⲙ ϫⲉⲛⲧⲁⲩⲕⲁⲁϥ ⲛⲁⲕ ⲉⲩⲙⲛⲧⲙⲉⲧⲣⲉ ⲡⲙⲁⲣⲁ ⲛⲕⲟⲟⲩⲉ ⲡⲱϣ ⲛⲁⲕ ⲛⲅⲟⲩⲱⲙ ⲁⲩⲱ ⲥⲁⲟⲩⲗ ⲁϥⲟⲩⲱⲙ ⲙⲛⲥⲁⲙⲟⲩⲏⲗ ⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ,"Now the cook had boiled the shoulder, and he set it before Saul; and Samuel said to Saul, Behold that which is left: set before thee, an eat; for it is set thee for a testimony in preference to the others; take of it: and Saul ate with Samuel on that day.",24
sahidic-old-testament,09_I Samuel_9,9,ⲁϥⲓ ⲉⲃⲟⲗ ϩⲛⲃⲁⲙⲁ ⲉϩⲣⲁⲓ ⲉⲧⲡⲟⲗⲓⲥ ⲁⲩⲡⲱⲣϣ ϩⲁⲣⲟϥ ⲛⲥⲁⲟⲩⲗ ϩⲓϫⲉⲛⲉⲡⲱⲣ ⲛϩⲛϩⲟⲉⲓⲧⲉ ⲉⲛⲁϣⲱⲟⲩ,"And he went down from Bama into the city; and they prepared a lodging for Saul on the roof, and he lay down.",25
sahidic-old-testament,09_I Samuel_9,9,ⲁϥⲉⲛⲕⲟⲧⲕ ⲡⲟⲩⲟⲉⲓⲛ ⲇⲉ ⲛⲧⲉⲣⲉϥⲥⲱⲣ ⲥⲁⲙⲟⲩⲏⲗ ⲇⲉ ⲁϥⲙⲟⲩⲧⲉ ⲉⲥⲁⲟⲩⲗ ϩⲓⲧϫⲉⲛⲉⲡⲱⲣ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ ϫⲉⲧⲱⲟⲩⲛ ⲛⲅⲉⲓ ⲛⲧⲁϫⲟⲟⲩⲕ ⲉⲃⲟⲗ ⲁⲩⲱ ⲥⲁⲟⲩⲗ ⲁϥⲧⲱⲟⲩⲛ ⲁϥⲉⲓ ⲉⲡⲉⲥⲏⲧ ⲉϥⲙⲟⲟϣⲉ ⲉⲃⲟⲗ ⲛⲧⲟϥ ⲙⲛⲥⲁⲙⲟⲩⲏⲗ,"An it came to pass when the morning dawned, that Samuel called Saul on the roof, saying, Rise up, and I will dismiss thee. And Saul arose, and he and Samuel went out.",26
sahidic-old-testament,09_I Samuel_9,9,ⲛⲧⲉⲣⲟⲩⲉⲓ ⲇⲉ ⲉⲃⲟⲗ ⲉⲩⲥⲁ ⲛⲧⲡⲟⲗⲓⲥ ⲥⲁⲙⲟⲩⲏⲗ ⲡⲉϫⲁϥ ⲛⲥⲁⲟⲩⲗ ϫⲉⲁϫⲓⲥ ⲙⲡⲉⲕϩⲉⲣϣⲓⲣⲉ ⲛϥⲙⲟⲟϣⲉ ϩⲓϩⲏ ⲙⲙⲟⲛ ⲛⲧⲟⲕ ⲇⲉ ⲁϩⲉⲣⲁⲧⲕ ⲙⲡⲉⲓⲙⲁ ⲧⲉⲛⲟⲩ ⲛⲅⲥⲱⲧⲙ ⲉⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ,"As they went down to a part of the city, Samuel said to Saul, Speak to the young man, and let him pass on before us; and do thou stand as to-day, and hearken to the word of God.",27
sahidic-old-testament,19_Psalms_149,149,ⲁⲗⲗⲏⲗⲟⲩⲓⲁ ϫⲱ ⲉⲡϫⲟⲉⲓⲥ ⲛⲟⲩϫⲱ ⲛⲃⲣⲣⲉ ⲡⲉϥⲥⲙⲟⲩ ϩⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ ⲛⲛⲉⲧⲟⲩⲁⲁⲃ,Not Found,0
sahidic-old-testament,19_Psalms_149,149,ⲙⲁⲣⲉⲡⲓⲥⲣⲁⲏⲗ ⲉⲩⲫⲣⲁⲛⲉ ⲉϫⲙⲡⲉⲛⲧⲁϥⲧⲁⲙⲓⲟϥ ⲙⲣⲉ ⲛϣⲏⲣⲉ ⲛⲥⲓⲱⲛ ⲛⲧⲉⲗⲏⲗ ⲉϫⲙⲡⲉⲩⲣⲣⲣⲟ,Sing to the Lord a new song: his praise is in the assembly of the saints.,1
sahidic-old-testament,19_Psalms_149,149,ⲙⲁⲣⲟⲩⲥⲙⲟⲩ ⲉⲡⲣⲁⲛ ⲉⲡϫⲟⲉⲓⲥ ϩⲛⲟⲩⲭⲟⲣⲟⲥ ⲙⲁⲣⲟⲩⲯⲁⲗⲗⲉⲓ ⲉⲣⲟϥ ϩⲛⲟⲩⲧⲩⲙⲡⲁⲛⲟⲛ ⲙⲛⲟⲩⲯⲁⲗⲧⲏⲣⲓⲟⲛ,Let Israel rejoice in him that made him; and let the children of Sion exult in their king.,2
sahidic-old-testament,19_Psalms_149,149,ϫⲉⲉϩⲛⲉ ⲡϫⲟⲉⲓⲥ ϩⲙⲡⲉϥⲗⲁⲟⲥ ⲁⲩⲱ ϥⲛⲁϫⲓⲥⲉ ⲛⲛⲣⲙⲣⲁϣ ϩⲛⲟⲩⲟⲩϫⲁⲓ,Let them praise his name in the dance: let them sings praises to him with timbrel and psaltery.,3
sahidic-old-testament,19_Psalms_149,149,ⲛⲉⲧⲟⲩⲁⲁⲃ ⲛⲁϣⲟⲩϣⲟⲩ ⲙⲙⲟⲟⲩ ϩⲛⲟⲩⲉⲟⲟⲩ ⲁⲩⲱ ⲥⲉⲛⲁⲧⲉⲗⲏⲗ ϩⲓϫⲛⲛⲉⲩϭⲗⲟϭ,For the Lord takes pleasure in his people; and will exalt the meek with salvation.,4
