Book Category,Book Name,Chapter,Verse,Translation,Number
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,4,ⲛⲉⲟⲩϩⲗⲗⲏⲛ ⲡⲉ ϩⲛⲧⲉϥⲑⲣⲓⲥⲕⲓⲁ · ⲉϥⲕⲟⲥⲙⲉⲓ ⲇⲉ ϩⲛⲛⲉϩⲃⲏⲩⲉ ⲛⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ·,and by race he was a Greek And he was adorned with all the works of righteousness.,4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,4,ⲛⲉⲧϩⲏϣ ⲛϥⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲟⲩ,"Those who were in distress, he relieved.",5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲛⲉⲩⲛⲧⲁϥ ⲟⲩⲥϩⲓⲙⲉ ⲇⲉ ⲙⲙⲁⲩ ⲛⲧⲟⲥ ϩⲱⲱⲥ ⲟⲛ ⲛⲉⲥϣⲙϣⲉ ⲉⲓⲇⲱⲗⲟⲛ ⲡⲉ ·,"And he had a wife who was herself a worshipper of idols,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲗⲗⲁ ⲛⲉⲥⲕⲟⲥⲙⲉⲓ ⲡⲉ ϩⲛϩⲱⲃ ⲛⲓⲙ ⲉⲛⲁⲛⲱⲟⲩ ϩⲙⲡⲉⲓⲥⲙⲟⲧ ⲛⲟⲩⲱⲧ ·,but she was adorned with every excellent quality and virtue in exactly the same degree (as her husband);,2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲩϫⲡⲟ ⲇⲉ ⲛϣⲏⲣⲉ ⲥⲛⲁⲩ ·,"and two sons were born to them,",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲛⲁⲓ ⲟⲛ ⲁⲩⲥⲁⲛⲟⲩϣⲟⲩ ϩⲙⲡⲉⲓⲥⲙⲟⲧ ⲛⲟⲩⲱⲧ · ϩⲛⲧⲉⲩⲡⲣⲟϩⲁⲓⲣⲉⲥⲓⲥ ⲉⲧⲛⲁⲛⲟⲩⲥ ·,and these they brought up to walk in the same good path as their parents.,4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲡⲣⲱⲙⲉ ⲇⲉ ⲛⲉϥⲟⲩⲟⲛϩ ⲉⲃⲟⲗ ⲉⲙⲁⲧⲉ · ϩⲛⲛⲉϥⲡⲉⲧⲛⲁⲛⲟⲩϥ · ⲉⲧⲉϥⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ ·,"And the man was exceedingly well known because of the good works which he was in the habit of doing,",5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲩⲱ ⲛⲉϥⲟ ⲛⲥⲟⲉⲓⲧ ϩⲛⲧⲉϥⲙⲛⲧϫⲱⲱⲣⲉ · ϩⲱⲥⲧⲉ ⲉⲧⲣⲉⲛⲃⲁⲣⲃⲁⲣⲟⲥ ⲣϩⲟⲧⲉ ⲉⲩϣⲁⲛⲥⲱⲧⲙ ⲉⲡⲉϥⲣⲁⲛ ⲙⲙⲁⲧⲉ · ⲉⲃⲟⲗ ϫⲉⲟⲩⲣⲉϥⲙⲓϣⲉ ⲡⲉ ⲉⲙⲁⲧⲉ ·,"and he was so celebrated for his personal strength and valour that the Barbarians were afraid at the mere mention of his name. For he was a fine fighter,",6
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲩⲱ ⲛⲉϥⲉⲩⲇⲟⲕⲓⲙⲉⲓ ϩⲙⲡⲟⲗⲉⲙⲟⲥ ⲛⲓⲙ ·,"and he had gained great renown in battles of all kinds,",7
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲧⲉϥⲥⲡⲟⲩⲇⲏ ⲧⲏⲣⲥ ⲡⲉ ϭⲱⲣϭ ⲉⲛⲉⲑⲩⲣⲓⲟⲛ ⲙⲙⲁⲧⲉ ⲁⲩⲱ ⲛϥⲉⲩⲇⲟⲕⲏⲙⲉⲓ ·,"but his whole desire was to hunt and slay wild animals, and for this he was greatly esteemed.",8
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲗⲗⲁ ⲙⲡⲉⲡⲛⲟⲩⲧⲉ ⲡⲁⲅⲁⲑⲟⲥ ⲁⲩⲱ ⲡⲙⲁⲓⲣⲱⲙⲉ ⲛⲓⲙ ϩⲙⲙⲁ ⲛⲓⲙ ⲉⲧⲁⲝⲓⲟⲩ ⲙⲙⲟϥ ⲙⲡⲉϥⲟⲃϣϥ ⲉⲙⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ ⲙⲡⲉⲧⲙⲙⲁⲩ ·,"But the Good God, who loveth every man who is worthy of Him in every place, did not forget the deeds of this good man,",9
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲟⲩⲇⲉ ⲙⲡⲉϥⲟⲩⲱϣ ⲉⲧⲁⲕⲟ ⲧⲉϥⲅⲛⲱⲙⲏ ⲉⲧⲛⲁⲛⲟⲩⲥ ·,"neither did He wish to destroy his good disposition,",10
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲁⲗⲗⲁ ⲕⲁⲧⲁⲡⲉⲧⲥⲏϩ ϫⲉϩⲛϩⲉⲑⲛⲟⲥ ⲛⲓⲙ ⲉⲧⲣϩⲟⲧⲉ ϩⲏⲧϥ ⲙⲡϫⲟⲉⲓⲥ · ⲁⲩⲱ ⲉⲧⲣϩⲱⲃ ⲉⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϥϣⲏⲡ ⲛⲛⲁϩⲣⲁϥ ·,"but even as it is written, 'Every heathen who feareth God, and who worketh righteousness, shall be accepted by Him,'",11
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,5,ⲉⲟⲩⲛⲧⲁϥ ⲇⲉ ⲙⲙⲁⲩ ⲛⲛⲉⲥⲡⲗⲁⲭⲛⲟⲛ · ⲙⲙⲛⲧϣⲁⲛϩⲧⲏϥ ⲛϯϭⲟⲧ ⲁϥⲣϩⲛⲁϥ ⲛϭⲓⲡⲛⲟⲩⲧⲉ ⲉⲧⲁⲛϩⲟϥ ϩⲛⲟⲩⲥⲙⲟⲧ ⲛϯⲙⲓⲛⲉ ⲡⲁⲓ ⲉⲧⲛⲛⲁⲧⲁⲩⲟⲟϥ ⁛—,"His bowels of compassion yearned towards him, and He was merciful towards him to such a degree that God willed to save his life, and He did so in the way and by the means which I will here declare unto you.",12
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,6,ⲁⲥϣⲱⲡⲉ ⲇⲉ ⲛⲟⲩϩⲟⲟⲩ ⲁϥⲃⲱⲕ ⲉϭⲱⲣϭ ⲕⲁⲧⲁⲧⲉϥⲥⲩⲛⲏⲑⲓⲁ ⲉⲛⲉⲑⲏⲣⲓⲟⲛ ϩⲙⲡⲧⲟⲟⲩ ·,"And it came to pass that on a certain day the man went out, according to his custom, to hunt wild beasts in the mountain,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,6,ⲛⲧⲟϥ ⲙⲛⲡⲉϥⲥⲧⲣⲁⲧⲉⲩⲙⲁ ⲉⲣⲉⲛⲉϥϩⲙϩⲁⲗ ⲧⲏⲣⲟⲩ ⲛⲙⲙⲁϥ ·,"he and his soldiers, and all his slaves were with him.",2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,6,ⲁⲥⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛⲁϥ ⲛϭⲓⲟⲩⲁⲅⲉⲗⲏ ⲛⲉⲓⲟⲩⲗ ⲉⲥⲙⲟⲟⲛⲉ,"And there appeared unto him a herd of deer that were feeding,",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲡⲁⲓ ⲇⲉ ⲛⲧⲉⲣⲉϥⲛⲁⲩ ⲉⲣⲟϥ ⲛϭⲓⲡⲗⲁⲕⲏⲧⲁⲥ ·,"And when Plaketas had seen him,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲁϥⲟⲩⲱϣ,he wished to take him in a snare.,2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲁϥϫⲓ ⲛⲙⲙⲁϥ ⲛϩⲉⲛⲙⲁⲧⲟⲓ,"And he took with him certain soldiers, and hid away all the others, and he gave chase to the animal.",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲛⲉⲛⲧⲁⲩⲃⲱⲕ,"Now the soldiers who had gone with him became exhausted, and they gave up the chase, and Plaketas rode into the thicket alone in pursuit of the beast.",4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲕⲁⲧⲁⲧⲉⲡⲣⲟⲛⲓⲁ,And by the good Providence of God neither he nor the horse on which he was riding became exhausted in that dense thicket.,5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲛⲧⲉⲣϥⲱⲥⲕ ⲇⲉ ⲉϥⲡⲏⲧ ⲛⲥⲱϥ,"And when he had persevered for some time in his pursuit, an was a very long way off from his companions,",6
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,7,ⲧⲟⲧⲉ ⲡⲍⲱⲟⲛ ⲉⲧⲙⲙⲁⲩ ⲁϥⲁϩⲉⲣⲁⲧϥ ⲉϫⲛⲟⲩⲧⲟⲟⲩ ⲉϥϫⲟⲥⲉ ⲉⲙⲁⲧⲉ ·,then the beast stood still upon a very high mountain.,7
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,8,ⲡⲉⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ ⲇⲉ ⲛⲧⲉⲣⲉϥϩⲱⲛ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲉⲙⲛⲣⲱⲙⲉ ϩⲁϩⲧⲏϥ ⲁϥⲁϩⲉⲣⲁⲧϥ ⲉϥϭⲱϣⲧ ⲛⲥⲁⲥⲁ ⲛⲓⲙ ·,"And when the general had approached him, he stood still and looked round about on every side,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,8,ⲁⲩⲱ ⲉϥⲙⲟⲕⲙⲉⲕ ⲙⲙⲟϥ ϫⲉⲉϥⲛⲁϭⲟⲡϥ ⲛⲁϣ ⲛϩⲉ ·,and he wondered by what means he could take him in a snare.,2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,8,ⲁⲩⲱ ⲡⲛⲟⲩⲧⲉ ⲡⲙⲁⲓⲣⲱⲙⲉ ⲡⲉⲧⲉ..ⲟⲓⲛⲟⲛ ⲙⲡⲟⲩϫⲁⲓ ⲛⲛⲣⲱⲙⲉ ϩⲛϩⲁϩ ⲛⲥⲙⲟⲧ ·,"And God, the Lover of mankind, Who effecteth the salvation of man in very many ways,",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,8,ⲁϥⲧⲣⲉϥϭⲱⲣϭ ⲉⲡⲁⲓ ϩⲛⲧⲉϥϭⲟⲣϭⲥ ⲛⲧϩⲉ ⲛⲕⲟⲣⲛⲏⲗⲓⲟⲥ ϩⲓⲧⲙⲡⲉⲧⲣⲟⲥ · ⲁⲩⲱ ⲛⲧϩⲉ ⲙⲡⲁⲩⲗⲟⲥ ⲛⲧⲁⲩⲟⲩⲱⲛϩ ⲛⲁϥ ⲉⲃⲟⲗ ⲉϥⲡⲏⲧ ⲛⲥⲱϥ ·,"snared this (general) in His net, even as was snared Cornelius by Peter, and even as was Paul unto whom He appeared when he was persecuting Him.",4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,9,ⲛⲧⲉⲣⲉⲟⲩⲛⲟϭ ⲇⲉ ⲛⲛⲁⲩ ϣⲱⲡⲉ · ⲉϥⲁϩⲉⲣⲁⲧϥ ⲛϭⲓⲡⲗⲁⲕⲏⲧⲁⲥ · ⲉϥϭⲱϣⲧ ⲉⲡⲍⲱⲟⲛ · ⲉϥⲣϣⲡⲏⲣⲉ ⲇⲉ ⲙⲡⲥⲁ ⲛⲧⲉϥⲙⲛⲧⲛⲟϭ · ⲉϥⲁⲡⲟⲣⲉⲓ ⲇⲉ ϫⲉⲉϥⲛⲁϭⲟⲡϥ ⲛⲁϣ ⲛϩⲉ · ⲁⲡϫⲟⲉⲓⲥ ⲧⲥⲁⲃⲟϥ ⲉⲩⲙⲁⲉⲓⲛ ⲛⲧⲉⲓⲙⲓⲛⲉ · ⲉⲧⲣⲉϥϭⲙϭⲟⲙ ⲛⲛⲁⲩ ⲉⲣⲟϥ ·,"And when a considerable time had passed, during which Plaketas had been looking at the stag, and marvelling at its great size and very fine appearance, and thinking out the means whereby he might capture it, the Lord gave him the following sign; and He made him able to see it,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,9,ⲉⲁϥⲟⲩⲱⲛϩ ⲛⲁϥ ⲉⲃⲟⲗ · ϩⲙⲡⲉⲓⲥⲙⲟⲧ ·,and it appeared unto him in the following form.,2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,9,ⲉⲣⲉⲟⲩⲙⲁⲉⲓⲛ ⲛⲥⲧⲁⲩⲣⲟⲥ ϩⲛⲧⲙⲏⲏⲧⲉ ⲛⲛⲉϥⲧⲁⲡ ·,"There was a figure of a cross between the stag's horns,",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,9,ⲉϥⲣⲟⲩⲟⲉⲓⲛ ⲛϩⲟⲩⲟ ⲉⲡⲣⲏ ·,"and it shone more brightly than the sun,",4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,9,ϩⲛⲧⲙⲏⲏⲧⲉ ⲟⲛ · ⲛⲛⲉϥⲧⲁⲡ · ⲉϥⲉⲓⲛⲉ ⲙⲡⲥⲱⲙⲁ,"and there was, moreover, between his horns a similitude like unto the body wherein God arrayed Himself in the womb of the Virgin;",5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,10,ⲁⲩⲱ ⲁϥⲧⲁⲁϥ ϩⲓⲱⲱϥ ⲉⲧⲃⲉⲡⲉⲛⲟⲩϫⲁⲓ ·,now He clothed Himself in this body for our salvation.,1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,10,ⲉⲁϥⲧⲱϩⲙ,"And He cried out to Plaketas from the animal with the voice of a man,",2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,10,ϫⲉⲱ ⲡⲗⲁⲕⲏⲧⲁⲥ · ⲁϩⲣⲟⲕ,"saying, 'O Plaketas, why dost thou hunt Me?",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,10,ⲉⲧⲃⲏⲏⲧⲕ ⲅⲁⲣ ⲛⲧⲁⲓⲟⲩⲱⲛϩ ⲉⲃⲟⲗ,For it is for thine own sake that I have appeared unto thee 'in the form of this animal.,4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲁⲛⲟⲕ ⲅⲁⲣ ⲡⲉ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲧⲕϣⲙϣⲉ ⲛⲁϥ ⲛⲛⲉⲕⲥⲟⲟⲩⲛ ⲙⲙⲟϥ ⲁⲛ ·," I am Jesus, He Whom thou servest, without knowing it.",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲁⲛⲉⲕⲙⲛⲧⲣⲉϥⲣⲡⲉⲧⲛⲁⲛⲟⲩϥ · ⲉⲧⲕⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ ⲉⲓ ⲙⲡⲁⲙⲧⲟ ⲉⲃⲟⲗ ·,Thy kind and charitable deeds which thou doest have come before Me.,2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲉⲧⲃⲉⲡⲁⲓ ⲣⲱ ⲁⲓⲟⲩⲟⲛϩⲧ ⲛⲁⲕ ⲉⲃⲟⲗ ·,"Therefore I have Myself appeared unto thee,",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲁⲩⲱ ⲁⲓϭⲱⲣϭ ⲉⲣⲟⲕ ϩⲓⲧⲙⲡⲉⲓⲍⲱⲟⲛ ⲛⲁⲗⲟⲅⲟⲛ ·,and I have snared thee by means of this animal that is without reasoning power.,4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲁⲩⲱ ⲁⲓϭⲟⲡⲕ ϩⲛⲛⲉϣⲛⲏⲩⲉ ⲛⲧⲁⲙⲛⲧⲡⲛⲟⲩⲧⲉ ·,And I have netted thee with the nets of My Godhead.,5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲛⲟⲩⲇⲓⲕⲁⲓⲟⲛ ⲁⲛ ⲡⲉ · ⲉⲧⲣⲉⲛⲉⲧⲙⲉ ⲙⲙⲟⲓ ϩⲛⲛⲉⲩⲡⲣⲁⲝⲓⲥ · ⲉⲧⲛⲁⲛⲱⲟⲩ ⲣϩⲙϩⲁⲗ ⲛⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲛ · ⲙⲛⲛⲉⲓⲇⲱⲗⲟⲛ ⲉⲧⲙⲟⲟⲩⲧ · ⲛⲁⲗ · ⲁⲩⲱ ⲛⲁⲛⲁⲓⲥⲑⲏⲧⲟⲥ ·,"It is not just to allow those who love Me by their good deeds to act as slaves to unclean demons, and idols which are dead, and dumb, and without feeling.",6
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,11,ⲉⲧⲃⲉⲡⲁⲓ ⲛⲧⲁⲓⲉⲓ ⲉⲡⲉⲥⲏⲧ ⲉϫⲙⲡⲕⲁϩ · ϩⲙⲡⲉⲓⲛⲉ · ⲉⲧⲕⲛⲁⲩ ⲉⲣⲟⲓ ⲛϩⲏⲧϥ ⲉⲓⲟⲩⲱϣ ⲉⲧⲟⲩϫⲟ ⲙⲡⲅⲉⲛⲟⲥ ⲛⲛⲣⲱⲙⲉ ·,"For this reason did I come upon the earth in the form wherein thou now seest Me, for I wish to deliver (or, save) the race of man.'",7
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,12,ⲛⲧⲉⲣⲉϥⲥⲱⲧⲙ ⲇⲉ ⲉⲛⲁⲓ ⲛϭⲓⲡⲗⲁⲕⲏⲧⲁⲥ ⲁϥⲣϩⲟⲧⲉ ⲁϥϩⲉ ⲉϩⲣⲁⲓ ⲉϫⲙⲡⲕⲁϩ ⁛—,"And when Plaketas heard these things he was terrified, and he fell down upon the ground.",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,12,ⲛⲧⲉⲣⲟⲩⲛⲟϭ ⲇⲉ ⲛⲛⲁⲩ ϣⲱⲡⲉ · ⲁϥⲧⲱⲟⲩⲛ ⲉϩⲣⲁⲓ ⲙⲁⲩⲁⲁϥ · ⲉϥⲟⲩⲱϣ ⲉⲉⲓⲙⲉ ⲉⲧⲁⲕⲣⲏⲃⲓⲁ ⲛⲧⲉϣⲡⲏⲣⲉ ⲛⲧⲁⲥⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ·,"And when a long time had passed, he rose up, wishing to understand with exactness the miracle which had taken place.",2
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,12,ⲁⲩⲱ ⲛϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲟⲩ ⲁⲣⲁ ⲧⲉ ⲧⲉⲓⲟⲡⲧⲁⲥⲓⲁ ⲛⲧⲁⲓⲛⲁⲩ ⲉⲣⲟⲥ ·,"And he said, 'What then is the sight which I have seen?",3
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,12,ⲁⲩⲱ ⲟⲩⲁϣ ⲙⲙⲓⲛⲉ ⲧⲉ ⲧⲉⲓⲥⲙⲏ ⲛⲧⲁⲓⲥⲱⲧⲙ ⲉⲣⲟⲥ ·,And what manner of voice is this which I have heard?,4
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,12,ⲟⲩⲟⲛϩⲕ ⲛⲁⲓ ⲉⲃⲟⲗ ⲱ ⲡⲉⲧϣⲁϫⲉ ⲛⲙⲙⲁⲓ ϫⲉⲉⲓⲉⲡⲓⲥⲧⲉⲩⲉ,"Make Thyself manifest to me, O Thou Who speakest with me, and I will believe in Thee.'",5
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,13,ⲛⲧⲉⲣⲉϥⲥⲱⲧⲙ ⲇⲉ ⲛⲁⲓ ⲛϭⲓⲡⲗⲁⲕⲏⲧⲁⲥ ⲁϥϩⲉ ⲉϫⲙⲡⲉϥϩⲟ ⲁϥⲱϣ ⲉⲃⲟⲗ ϫⲉϯⲡⲓⲥⲧⲉⲩⲉ ⲉⲡϫⲟⲉⲓⲥ ϫⲉⲛⲧⲟⲕ ⲡⲉ ⲛⲧⲁⲕⲧⲁⲙⲓⲉⲛⲕⲁ ⲛⲓⲙ ⲁⲩⲱ ⲡⲉⲧⲕⲧⲟ ⲛⲛⲉⲧⲥⲟⲣⲙ ⲙⲛⲛⲉⲛⲧⲁⲩⲥⲟⲣⲙ ·,"When Plaketas heard these words he fell down upon his face and cried out, saying, 'I believe, Lord, that Thou art He Who hath created everything, and that Thou are He Who turneth back those who go astray,",1
coptic-saints-lifes,History of Eustathius and Theopiste part 1 ,13,ⲁⲩⲱ ⲛⲧⲟⲕ ⲡⲉ ⲡⲣⲉϥⲧⲁⲛϩⲟ ⲛⲛⲉⲛⲧⲁⲩⲙⲟⲩ ·,and that Thou art He Who giveth life unto those who are dead.',2
