Book Category,Book Name,Chapter,Verse,Translation,Number
sahidica-new-testament,47_2 Corinthians_2,2,ϫⲉⲕⲁⲁⲥ ⲉⲛⲛⲉⲩϩⲟⲩⲣⲱⲱⲛ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲥⲁⲧⲁⲛⲁⲥ . ⲛⲧⲛⲟⲃϣ ⲅⲁⲣ ⲁⲛ ⲉⲛⲉϥⲙⲉⲉⲩⲉ .,that no advantage may be gained over us by Satan; for we are not ignorant of his schemes.,11
sahidica-new-testament,47_2 Corinthians_2,2,ⲛⲧⲉⲣⲓⲉⲓ ⲇⲉ ⲉϩⲣⲁⲓ ⲉⲧⲉⲧⲣⲱⲁⲥ ⲉⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲁⲩⲱ ⲛⲧⲉⲣⲉⲟⲩⲛⲟϭ ⲛⲣⲟ ⲟⲩⲟⲛ ⲛⲁⲓ ϩⲙⲡϫⲟⲉⲓⲥ .,"Now when I came to Troas for the Good News of Christ, and when a door was opened to me in the Lord,",12
sahidica-new-testament,47_2 Corinthians_2,2,ⲙⲡⲓⲙⲧⲟⲛ ϩⲙⲡⲁⲡⲛⲉⲩⲙⲁ ϫⲉⲙⲡⲓϩⲉ ⲉⲧⲓⲧⲟⲥ ⲡⲁⲥⲟⲛ . ⲁⲗⲗⲁ ⲛⲧⲉⲣⲓ ⲁⲡⲟⲧⲁⲥⲥⲉ ⲛⲁⲩ ⲁⲓⲉⲓ ⲉⲃⲟⲗ ⲉⲧⲙⲁⲕⲉⲇⲟⲛⲓⲁ .,"I had no relief for my spirit, because I didn't find Titus, my brother, but taking my leave of them, I went out into Macedonia.",13
sahidica-new-testament,47_2 Corinthians_2,2,ⲡⲉϩⲙⲟⲧ ⲇⲉ ⲙⲡⲛⲟⲩⲧⲉ ϣⲏⲡ ⲡⲁⲓ ⲉⲧϫⲁⲓⲟ ⲙⲙⲟⲛ ⲉⲃⲟⲗ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲁⲩⲱ ⲉⲧⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡⲉⲥⲧⲟⲓ ⲙⲡⲉϥⲥⲟⲟⲩⲛ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲛ ϩⲙⲙⲁ ⲛⲓⲙ .,"Now thanks be to God, who always leads us in triumph in Christ, and reveals through us the sweet aroma of his knowledge in every place.",14
sahidica-new-testament,47_2 Corinthians_2,2,ϫⲉⲁⲛⲟⲛ ⲟⲩⲥϯⲛⲟⲩϥⲉ ⲛⲧⲉⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲙⲡⲛⲟⲩⲧⲉ ϩⲛⲛⲉⲧⲛⲁⲟⲩϫⲁⲓ ⲙⲛⲛⲉⲧⲛⲁⲧⲁⲕⲟ .,"For we are a sweet aroma of Christ to God, in those who are saved, and in those who perish;",15
sahidica-new-testament,47_2 Corinthians_2,2,ⲛϩⲟⲓⲛⲉ ⲙⲉⲛ ⲛⲥⲧⲟⲓ ⲉⲃⲟⲗ ϩⲙⲡⲙⲟⲩ ⲉⲡⲙⲟⲩ . ⲛϩⲟⲓⲛⲉ ⲇⲉ ⲛⲥⲧⲟⲓ ⲉⲃⲟⲗ ϩⲙⲡⲱⲛϩ ⲉⲡⲱⲛϩ . ⲁⲩⲱ ⲛⲛⲁϩⲣⲛⲛⲁⲓ ⲛⲓⲙ ⲡⲉⲧⲙⲡϣⲁ .,to the one a stench from death to death; to the other a sweet aroma from life to life. Who is sufficient for these things?,16
sahidica-new-testament,47_2 Corinthians_2,2,ⲛⲛⲉⲛⲟ ⲅⲁⲣ ⲁⲛ ⲛⲧϩⲉ ⲛϩⲁϩ ⲉⲧⲟ ⲛⲉϣⲱⲧ ϩⲙⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ . ⲁⲗⲗⲁ ϩⲱⲥ ⲉⲃⲟⲗ ϩⲛⲟⲩⲧⲃⲃⲟ . ⲁⲗⲗⲁ ϩⲱⲥ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲛⲟⲩⲧⲉ ⲉⲛϣⲁϫⲉ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ .,"For we are not as so many, peddling the word of God. But as of sincerity, but as of God, in the sight of God, we speak in Christ.",17
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲉϥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲙⲡⲉⲣⲡⲉ ⲡⲉϫⲉⲟⲩⲁ ⲛⲁϥ ⲉⲃⲟⲗ ϩⲛⲛⲉϥⲙⲁⲑⲏⲧⲏⲥ ϫⲉⲡⲥⲁϩ ⲁⲛⲁⲩ ⲉⲛⲉⲓⲱⲛⲉ ϫⲉϩⲉⲛ ⲁϣ ⲛϩⲉ ⲛⲉ . ⲙⲛ ⲛⲉⲓⲕⲉⲕⲱⲧ,Not Found,1
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲓⲏⲥⲟⲩⲥ ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲛⲅⲛⲁⲩ ⲁⲛ ⲉⲛⲉⲓⲛⲟϭ ⲛⲕⲱⲧ ⲛⲛⲉⲩⲕⲱ ⲙⲡⲉⲓⲙⲁ ⲛⲟⲩⲱⲛⲉ ⲉϫⲛⲟⲩⲱⲛⲉ ⲉⲙⲡⲟⲩⲃⲟⲗⲟⲩ ⲉⲃⲟⲗ .,Not Found,2
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲉϥϩⲙⲟⲟⲥ ϩⲓϫⲛⲡⲧⲟⲟⲩ ⲛⲛϫⲟⲉⲓⲧ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲉⲣⲡⲉ . ⲁϥϫⲛⲟⲩϥ ⲛϭⲓⲡⲉⲧⲣⲟⲥ ⲛⲙⲓⲁⲕⲱⲃⲟⲥ ⲛⲙⲓⲱϩⲁⲛⲛⲏⲥ ⲙⲛⲁⲛⲇⲣⲉⲁⲥ ⲉⲩϫⲱⲙⲙⲟⲥ,Not Found,3
sahidica-new-testament,41_Mark_13,13,ϫⲉⲁϫⲓⲥ ⲛⲁⲛ ϫⲉⲉⲣⲉⲛⲁⲓ ⲛⲁϣⲱⲡⲉ ⲧⲛⲁⲩ . ⲁⲩⲱ ⲟⲩ ⲡⲉ ⲡⲙⲁⲉⲓⲛ ⲉⲣϣⲁⲛⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲛⲟⲩ ⲉϫⲱⲕ ⲉⲃⲟⲗ .,Not Found,4
sahidica-new-testament,41_Mark_13,13,ⲓⲏⲥⲟⲩⲥ ⲇⲉ ⲁϥⲁⲣⲭⲉⲓ ⲛϫⲟⲟⲥ ⲛⲁⲩ ϫⲉϯϩⲧⲏⲧⲛ ⲙⲏⲡⲱⲥ ⲛⲧⲉⲗⲁⲁⲩ ⲡⲗⲁⲛⲁ ⲙⲙⲱⲧⲛ,Not Found,5
sahidica-new-testament,41_Mark_13,13,ⲟⲩⲛϩⲁϩ ⲅⲁⲣ ⲛⲁⲉⲓ ϩⲙⲡⲁⲣⲁⲛ ⲉⲩϫⲱⲙⲙⲟⲥ ϫⲉⲁⲛⲟⲕ ⲡⲉ ⲁⲩⲱ ⲥⲉⲛⲁⲡⲗⲁⲛⲁ ⲛⲟⲩⲙⲏⲏϣⲉ,Not Found,6
sahidica-new-testament,41_Mark_13,13,ⲉⲧⲉⲧⲛϣⲁⲛⲥⲱⲧⲙ ⲇⲉ ⲉϩⲉⲛⲡⲟⲗⲉⲙⲟⲥ ⲛⲙϩⲉⲛϩⲣⲟⲩ ⲙⲡⲟⲗⲉⲙⲟⲥ ⲙⲡⲣϣⲧⲟⲣⲧⲣ ⲥⲉⲛⲁϫⲡⲓϣⲱⲡⲉ ⲁⲗⲗⲁ ⲙⲡⲁⲧⲉⲧϩⲁⲏ ⲛⲟⲩⲉ ϣⲱⲡⲉ .,Not Found,7
sahidica-new-testament,41_Mark_13,13,ⲟⲩⲛⲟⲩϩⲉⲑⲛⲟⲥ ⲛⲁⲧⲱⲟⲩⲛ ⲉϫⲛⲟⲩϩⲉⲑⲛⲟⲥ ⲁⲩⲱ ⲟⲩⲙⲛⲧⲣⲣⲟ ⲉϫⲛⲟⲩⲙⲛⲧⲣⲣⲟ ⲁⲩⲱ ⲟⲩⲛϩⲉⲛϩⲉⲃⲱⲱⲛ ⲛⲁϣⲱⲡⲉ . ⲛⲁⲓ ⲇⲉ ⲧⲁⲣⲭⲏ ⲧⲉ ⲛⲛⲛⲁⲁⲕⲉ .,Not Found,8
sahidica-new-testament,41_Mark_13,13,ⲛⲧⲱⲧⲛ ⲇⲉ ϯϩⲧⲏⲧⲛ ⲉⲣⲱⲧⲛ . ⲥⲉⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲅⲁⲣ ⲙⲙⲱⲧⲛ ⲉⲛⲥⲩⲛϩⲉⲇⲣⲓⲟⲛ ⲛⲥⲉϩⲓⲟⲩⲉ ⲉⲣⲱⲧⲛ ϩⲛⲛⲥⲩⲛⲁⲅⲱⲅⲏ ⲛⲥⲉϫⲓⲧⲏⲩⲧⲛ ⲉⲛϩⲏⲅⲉⲙⲱⲛ ⲙⲛⲛⲉⲣⲣⲱⲟⲩ ⲉⲧⲃⲏⲏⲧ ⲉⲟⲩⲙⲛⲧⲙⲛⲧⲣⲉ ⲛⲁⲩ ⲙⲛⲛⲕⲉϩⲉⲑⲛⲟⲥ .,Not Found,9
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲥⲉⲛⲁϫⲡⲓⲕⲏⲣⲩⲥⲥⲉ ⲛϣⲟⲣⲡ ⲙⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ,Not Found,10
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲉⲩϣⲁⲛϫⲓ ⲧⲏⲛⲟⲩ ⲉⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲙⲙⲱⲧⲛ ⲙⲡⲣϥⲓⲣⲟⲟⲩϣ ϫⲉⲟⲩ ⲡⲉⲧⲧⲉⲧⲛⲛⲁϫⲟⲟϥ ⲁⲗⲗⲁ ⲡⲉⲧⲟⲩⲛⲁⲧⲁⲁϥ ⲉⲧⲉⲧⲛⲧⲁⲡⲣⲟ ϩⲛⲧⲉⲩⲛⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲡⲁⲓ ⲡⲉ ⲉⲧⲧⲉⲧⲛⲛⲁϫⲟⲟϥ ⲛⲧⲱⲧⲛ ⲅⲁⲣ ⲁⲛ ⲛⲉⲧϣⲁϫⲉ ⲁⲗⲗⲁ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲡⲉ ⲉⲧⲟⲩⲁⲁⲃ .,Not Found,11
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲟⲩⲛⲟⲩⲥⲟⲛ ⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲛⲟⲩⲥⲟⲛ ⲉϩⲣⲁⲓ ⲉⲡⲙⲟⲩ . ⲁⲩⲱ ⲟⲩⲉⲓⲱⲧ ϥⲛⲁⲡⲁⲣⲁⲇⲓⲇⲟⲩ ⲛⲟⲩϣⲏⲣⲉ ⲛϣⲏⲣⲉ ⲛⲁⲧⲱⲟⲩⲛ ⲉϫⲛⲛⲉⲩⲉⲓⲟⲧⲉ ⲛⲥⲉⲙⲟⲟⲩⲧⲟⲩ,Not Found,12
sahidica-new-testament,41_Mark_13,13,ⲛⲧⲉⲧⲛϣⲱⲡⲉ ⲉⲣⲉⲟⲩⲟⲛⲛⲓⲙⲙⲟⲥⲧⲉ ⲙⲙⲱⲧⲛ ⲉⲧⲃⲉⲡⲁⲣⲁⲛ ⲡⲉⲧⲛⲁϩⲩⲡⲟⲙⲓⲛⲉ ⲇⲉ ϣⲁⲃⲟⲗ ⲡⲁⲓ ⲡⲉⲧⲛⲁⲟⲩϫⲁⲓ .,Not Found,13
sahidica-new-testament,41_Mark_13,13,ⲉⲧⲉⲧⲛϣⲁⲛⲛⲁⲩ ⲇⲉ ⲉⲧⲃⲟⲧⲉ ⲙⲡϣⲱϥ ⲉⲥⲁϩⲉⲣⲁⲧⲥ ⲙⲡⲙⲁ ⲉⲧⲉⲛϣϣⲉ ⲁⲛ . ⲡⲉⲧⲱϣ ⲙⲁⲣⲉϥⲛⲟⲉⲓ ⲧⲟⲧⲉ ⲛⲉⲧϩⲛⲧⲓⲟⲩⲇⲁⲓⲁ ⲙⲁⲣⲟⲩⲡⲱⲧ ⲉⲛⲧⲟⲩⲓⲏ,Not Found,14
sahidica-new-testament,41_Mark_13,13,ⲡⲉⲧϩⲓϫⲉⲛⲉⲡⲱⲣ ⲙⲡⲣⲧⲣⲉϥⲉⲓ ⲉⲡⲉⲥⲏⲧ ⲟⲩⲇⲉ ⲙⲡⲣⲧⲣⲉϥⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉϥⲓⲗⲁⲁⲩ ϩⲙⲡⲉϥⲏⲓ .,Not Found,15
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲡⲉⲧϩⲛⲧⲥⲱϣⲉ ⲙⲡⲣⲧⲣⲉϥⲕⲟⲧϥ ⲉⲡⲁϩⲟⲩ ⲉϥⲓⲡⲉϥϩⲟⲉⲓⲧⲉ .,Not Found,16
sahidica-new-testament,41_Mark_13,13,ⲟⲩⲟⲉⲓ ⲇⲉ ⲛⲛⲉⲧⲉⲉⲧ ⲙⲛⲛⲉⲧⲧⲥⲛⲕⲟ ϩⲛⲛⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ .,Not Found,17
sahidica-new-testament,41_Mark_13,13,ϣⲗⲏⲗ ϫⲉⲕⲁⲁⲥⲉⲛⲛⲉⲡⲉⲧⲛⲡⲱⲧ ϣⲱⲡⲉ ⲛⲧⲉⲡⲣⲱ .,Not Found,18
sahidica-new-testament,41_Mark_13,13,ⲥⲉⲛⲁϣⲱⲡⲉ ⲅⲁⲣ ⲛϭⲓⲛⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲛⲟⲩⲑⲗⲓⲯⲓⲥ ⲧⲁⲓ ⲉⲧⲉⲙⲡⲉⲟⲩⲟⲛ ⲛⲧⲉⲥϭⲟⲧ ϣⲱⲡⲉ ϫⲓⲛⲧⲁⲣⲭⲏ ⲙⲡⲥⲱⲛⲧ ⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲥⲟⲛⲧϥ ϣⲁϩⲣⲁⲓ ⲉⲧⲉⲛⲟⲩ ⲁⲩⲱ ⲙⲙⲛⲟⲩⲟⲛ ⲛⲧⲉⲥϭⲟⲧ ⲛⲁϣⲱⲡⲉ,Not Found,19
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲉⲛⲉⲙⲡⲉⲡϫⲟⲉⲓⲥ ⲧⲥⲃⲕⲉϩⲟⲟⲩ ⲛⲉⲙⲙⲛⲗⲁⲁⲩ ⲛⲥⲁⲣⲝ ⲛⲁⲱⲛϩ . ⲁⲗⲗⲁ ⲉⲧⲃⲉⲛⲥⲱⲧⲡ ⲛⲧⲁϥⲥⲟⲧⲡⲟⲩ ⲁϥⲧⲥⲃⲕⲉⲛⲉϩⲟⲟⲩ,Not Found,20
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲉⲣϣⲁⲛⲗⲁⲁⲩ ϫⲟⲟⲥ ⲛⲏⲧⲛ ϫⲉⲉⲓⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲙⲡⲉⲓⲙⲁ . ⲁⲩⲱ ⲉⲓⲥ ϩⲏⲏⲧⲉ ϥϩⲛⲡⲉⲓⲙⲁ ⲙⲡⲣⲡⲓⲥⲧⲉⲩⲉ,Not Found,21
sahidica-new-testament,41_Mark_13,13,ⲥⲉⲛⲁⲧⲱⲟⲩⲛⲟⲩ ⲅⲁⲣ ⲛϭⲓϩⲉⲛⲭⲣⲓⲥⲧⲟⲥ ⲛⲛⲟⲩϫ ⲛⲙϩⲉⲛⲡⲣⲟⲫⲏⲧⲏⲥ ⲛⲛⲟⲩϫ ⲛⲥⲉϯ ⲛϩⲉⲛⲙⲁⲓⲛ ⲛⲙϩⲉⲛϣⲡⲏⲣⲉ ⲉϣⲱⲡⲉ ⲉⲟⲩⲛϭⲟⲙ ⲉⲡⲗⲁⲛⲁ ⲛⲛⲥⲱⲧⲡ,Not Found,22
sahidica-new-testament,41_Mark_13,13,ⲛⲧⲱⲧⲛ ⲇⲉ ϯϩⲧⲏⲧⲛ ⲉⲣⲱⲧⲛ ⲁⲓϣⲣⲡϫⲱ ⲉⲣⲱⲧⲛ ⲛϩⲱⲃ ⲛⲓⲙ .,Not Found,23
sahidica-new-testament,41_Mark_13,13,ⲁⲗⲗⲁ ϩⲛⲛⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲙⲛⲛⲥⲁⲧⲉⲑⲗⲓⲯⲓⲥ ⲉⲧⲙⲙⲁⲩ ⲡⲣⲏⲛⲁⲣⲉⲃⲏ . ⲁⲩⲱ ⲡⲟⲟϩ ⲛϥⲛⲁϯⲡⲉϥⲟⲩⲟⲉⲓⲛ ⲁⲛ .,Not Found,24
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲛⲥⲓⲟⲩ ⲥⲉⲛⲁϩⲉ ⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲁⲩⲱ ⲛϭⲟⲙ ⲉⲧϩⲛⲙⲡⲏⲩⲉ ⲥⲉⲛⲁⲛⲟⲓⲛ,Not Found,25
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲧⲟⲧⲉ ⲥⲉⲛⲁⲛⲁⲩ ⲉⲡϣⲏⲣⲉ ⲙⲡⲣⲱⲙⲉ ⲉϥⲛⲏⲩ ϩⲛⲟⲩⲕⲗⲟⲟⲗⲉ ⲛⲙⲟⲩⲛⲟϭ ⲛϭⲟⲙ ⲁⲩⲱ ⲟⲩⲉⲟⲟⲩ .,Not Found,26
sahidica-new-testament,41_Mark_13,13,ⲁⲩⲱ ⲧⲟⲧⲉ ϥⲛⲁϫⲉⲩ ⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ ⲛϥⲥⲱⲟⲩϩ ⲉϩⲟⲩⲛ ⲛⲛⲉϥⲥⲱⲧⲡ ⲉⲃⲟⲗ ϩⲙⲡⲉϥⲧⲟⲩⲧⲏⲩ . ϫⲓⲛϫⲱϥ ⲙⲡⲕⲁϩ ϣⲁϫⲱⲥ ⲛⲧⲡⲉ .,Not Found,27
sahidica-new-testament,41_Mark_13,13,ⲉⲃⲟⲗ ⲇⲉ ⲛⲧⲃⲱ ⲛⲕⲛⲧⲉ ⲉⲧⲉⲧⲛⲉⲉⲓⲙⲉ ⲉⲧⲡⲁⲣⲁⲃⲟⲗⲏ . ⲉⲣϣⲁⲛⲡⲉⲥⲕⲗⲁⲇⲟⲥ ⲏⲇⲏ ⲗⲱⲕ ⲛⲧⲉⲛⲉⲥϭⲱⲃⲉ ϯⲟⲩⲱ ⲛϣⲁⲧⲉⲧⲛⲉⲓⲙⲉ ϫⲉⲁⲡϣⲱⲙ ϩⲱⲛ ⲉϩⲟⲩⲛ .,Not Found,28
sahidica-new-testament,41_Mark_13,13,ⲧⲁⲓ ϩⲱⲧⲧⲏⲩⲧⲛ ⲧⲉ ⲧⲉⲧⲛϩⲉ ⲉⲧⲉⲧⲛϣⲁⲛⲛⲁⲩ ⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ⲉⲩⲛⲁϣⲱⲡⲉ ⲉⲧⲉⲧⲛⲛⲁⲉⲓⲙⲉ ϫⲉⲁϥϩⲱⲛ ⲉϩⲟⲩⲛ ϩⲓⲣⲛⲛⲣⲟ .,Not Found,29
sahidica-new-testament,41_Mark_13,13,ϩⲁⲙⲏⲛ ϯϫⲱⲙⲙⲟⲥ ⲛⲏⲧⲛ ϫⲉⲛⲛⲉⲧⲉⲓⲅⲉⲛⲉⲁ ⲗⲟ ⲙⲙⲁⲩ ϣⲁⲛⲧⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ ϣⲱⲡⲉ .,Not Found,30
sahidica-new-testament,41_Mark_13,13,ⲧⲡⲉ ⲛⲙⲡⲕⲁϩ ⲥⲉⲛⲁⲗⲟ ⲙⲙⲁⲩ ⲛⲁϣⲁϫⲉ ⲇⲉ ⲛⲥⲉⲛⲁⲗⲟ ⲙⲙⲁⲩ ⲁⲛ .,Not Found,31
sahidica-new-testament,41_Mark_13,13,ⲉⲧⲃⲉⲡⲉϩⲟⲟⲩ ⲇⲉ ⲉⲧⲙⲙⲁⲩ ⲏ ⲧⲉⲩⲛⲟⲩ ⲙⲛⲗⲁⲁⲩ ⲥⲟⲟⲩⲛ ⲟⲩⲇⲉ ⲛⲁⲅⲅⲉⲗⲟⲥ ϩⲛⲧⲡⲉ . ⲟⲩⲇⲉ ⲡϣⲏⲣⲉ ⲛⲥⲁⲡⲉⲓⲱⲧ ⲙⲙⲁⲩⲁⲁϥ .,Not Found,32
